MasterFile,CollisionDate,CollisionTime,RoadwayName,ParkingLotIndicator,Milepoint,NumberInjured,NumberKilled,ofUnits,ofMotorVehicleUnits,Hit&RunIndicator,OneWayIndicator,SpeedLimitNumber,CountyCode,CityCountyCode,InCityLimitsIndicator,Latitude,Longitude,MannerofCollisionCode,LocationFirstEventCode,RoadwayCharacterCode,RoadwaySurfaceCode,RoadwayConditionCode,WeatherCode,LightConditionCode,LandUseCode,SchoolBusRelatedCode,FirstAidSceneIndicator,PropertyDamageIndicator,YR,KABCO,WorkingRID,KTC_RT,KTC_MP,Motorcyclist,Commercial Vehicle,Young Driver,Mature Driver,Pedestrian,Bicyclist,Distracted,Aggressive,Impaired,Unrestrained,Intersection,Roadway Departure,Median Cross-over,CityCrash,DACid,Intersection Crash,Segment Crash,Int_ID,CityIntersection
72679041,20210930,1056,US23,N,27.366,0,0,2,2,N,N,55,98,9801,Y,37.51077,-82.54864,5,3,6,1,1,2,2,7,3,N,N,2021,O,098-US-0023  -010,098-US-0023  -000,27.366,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Non-DAC,1,0,195-0811,1
72707645,20211210,1705,US23,N,26.274,0,0,2,2,N,N,55,98,9801,Y,37.50353,-82.53213,5,3,6,1,5,3,2,1,3,N,N,2021,O,098-US-0023  -000,098-US-0023  -000,26.274,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Non-DAC,0,1,,
72504073,20200519,1815,KY1460,N,6.648,0,0,2,2,N,N,45,98,9801,Y,37.48352,-82.53831,1,3,6,1,5,3,2,6,3,N,N,2020,O,098-KY-1460  -000,098-KY-1460  -000,6.648,0,0,0,1,0,0,1,0,0,0,0,0,0,1,Non-DAC,1,0,195-1021,1
72755131,20220422,1211,KY1426,N,8.667,1,0,1,1,N,N,55,98,9801,Y,37.50068,-82.49034,9,3,5,1,1,2,2,7,3,N,N,2022,B,098-KY-1426  -000,098-KY-1426  -000,8.667,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Non-DAC,0,1,,
72732727,20220212,2205,US23,N,21.523,0,0,2,2,Y,N,55,98,9801,Y,37.45213,-82.52325,1,3,6,1,1,2,6,7,3,N,N,2022,O,098-US-0023  -010,098-US-0023  -000,21.523,0,0,1,0,0,0,1,0,0,0,0,0,0,1,Non-DAC,1,0,195-1272,1
72511113,20200609,843,BYPASS,N,5.656,0,0,2,2,N,N,35,98,9801,Y,37.47263,-82.52345,5,3,6,1,1,2,2,7,3,N,N,2020,O,098-KY-1426  -000,098-KY-1426  -000,5.656,0,0,0,1,0,0,0,0,0,0,0,0,0,1,DAC,1,0,195-1179,1
72524071,20200723,1837,MAYO,N,25.707,0,0,2,2,N,N,55,98,9801,Y,37.49553,-82.53142,1,3,6,1,5,6,2,7,3,N,N,2020,O,098-US-0023  -010,098-US-0023  -000,25.707,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Non-DAC,0,1,,
72523380,20200720,1715,THOMPSON,N,0.647,0,0,3,3,N,N,35,98,9801,Y,37.50528,-82.54118,1,3,6,1,1,2,2,7,3,Y,N,2020,O,098-CS-1215  -000,098-CS-1215  -000,0.647,0,0,0,1,0,0,1,0,0,0,0,0,0,1,Non-DAC,0,1,,
72635493,20210606,2111,HAMBLEY,N,0.027,0,0,2,2,N,N,35,98,9801,Y,37.47412,-82.52682,4,3,6,1,1,2,5,1,3,N,N,2021,O,098-CS-1222  -000,098-CS-1222  -000,0.027,0,0,0,0,0,0,1,0,0,0,0,1,0,1,DAC,1,0,195-1167,1
72497920,20200424,750,US23,N,26.285,0,0,2,2,N,N,55,98,9801,Y,37.50368,-82.53215,5,3,6,1,5,6,2,7,3,N,N,2020,O,098-US-0023  -000,098-US-0023  -000,26.285,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Non-DAC,0,1,,
72557974,20201028,748,US23,N,26.291,0,0,3,3,N,N,55,98,9801,Y,37.50374,-82.53237,5,3,6,1,5,3,2,7,3,N,N,2020,O,098-US-0023  -010,098-US-0023  -000,26.291,0,0,1,0,0,0,1,0,0,0,1,0,0,1,Non-DAC,0,1,,
72591039,20210111,1533,HIBBARD,N,0.042,0,0,2,2,N,N,20,98,9801,Y,37.47367,-82.52674,2,3,6,1,1,3,2,7,3,N,N,2021,O,098-CS-1053  -000,098-CS-1053  -000,0.042,0,0,0,0,0,0,1,1,0,0,0,0,0,1,DAC,1,0,195-1172,1
72843714,20221218,400,US23,N,19.668,0,0,1,1,N,N,55,98,9801,Y,37.44937,-82.50663,9,3,3,1,1,3,6,3,3,N,N,2022,O,098-US-0023  -000,098-US-0023  -000,19.668,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Non-DAC,1,0,195-1277,1
72740961,20220312,1115,US23,N,27.248,0,0,1,1,N,N,55,98,9801,Y,37.51051,-82.54622,9,3,6,1,1,2,2,7,3,N,N,2022,O,098-US-0023  -000,098-US-0023  -000,27.248,0,0,0,0,0,0,0,0,0,1,0,1,0,1,Non-DAC,0,1,,
72713981,20211225,1354,4TH,N,0.03,0,0,4,4,N,N,25,98,9801,Y,37.48295,-82.51888,3,97,6,1,1,2,2,7,3,N,Y,2021,O,098-CS-1133  -000,098-CS-1133  -000,0.03,0,0,0,0,0,0,1,0,1,0,0,1,0,1,DAC,1,0,195-1031,1
72462443,20200111,2140,MAIN,N,0.081,0,0,2,2,N,N,15,98,9801,Y,37.47879,-82.51795,2,3,6,1,5,3,5,1,3,N,N,2020,O,098-CS-1112  -000,098-CS-1112  -000,0.081,0,0,0,0,0,0,1,0,0,0,0,0,0,1,DAC,1,0,195-1102,1
72809378,20220926,1332,CASSIDY,N,0.225,0,0,2,2,N,N,35,98,9801,Y,37.5043,-82.53558,1,3,6,1,1,2,2,1,3,N,N,2022,O,098-CS-1191  -000,098-CS-1191  -000,0.225,0,0,0,1,0,0,1,1,0,0,0,0,0,1,Non-DAC,0,1,,
72563567,20201111,1628,PEACH ORCHARD,N,0.164,0,0,2,2,N,N,35,98,9801,Y,37.47973,-82.52433,7,3,1,1,5,6,2,6,3,N,N,2020,O,098-CS-1156  -000,098-CS-1156  -000,0.164,0,0,1,1,0,0,0,1,0,0,0,1,0,1,DAC,0,1,,
72854021,20230113,1636,KY3496,N,0.157,1,0,2,2,N,N,35,98,9801,Y,37.46625,-82.53049,3,3,6,1,5,9,2,7,3,N,N,2023,C,098-KY-3496  -000,098-KY-3496  -000,0.162,0,0,0,1,0,0,1,0,1,1,0,1,0,1,DAC,0,1,,
72563574,20201104,1215,US23,N,22.24,0,0,2,2,N,N,55,98,9801,Y,37.46063,-82.51683,8,3,3,1,1,2,2,1,3,N,N,2020,O,098-US-0023  -010,098-US-0023  -000,22.24,0,0,0,1,0,0,0,1,0,0,0,1,0,1,Non-DAC,1,0,195-1243,1
72769259,20220605,339,US23,N,31.979,0,0,1,1,N,N,55,98,9801,Y,37.53758,-82.60842,9,3,6,1,1,2,6,1,3,N,N,2022,O,098-US-0023  -000,098-US-0023  -000,31.979,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Non-DAC,0,1,,
72636038,20210609,1712,US23,N,27.422,0,0,2,2,N,N,55,98,9807,Y,37.51101,-82.54956,5,3,6,1,5,6,2,7,3,N,N,2021,O,098-US-0023  -010,098-US-0023  -000,27.422,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Non-DAC,0,1,,
72474185,20200208,2005,CASSIDY,N,0.25,0,0,2,2,Y,N,25,98,9801,Y,37.50452,-82.53594,1,3,6,1,5,3,5,1,3,N,N,2020,O,098-CS-1191  -000,098-CS-1191  -000,0.25,0,0,1,0,0,0,1,0,0,0,0,0,0,1,Non-DAC,0,1,,
72808284,20220920,1304,BAIRD,N,5.389,0,0,2,2,N,N,15,98,9801,Y,37.47313,-82.52716,1,3,6,1,1,2,2,7,3,N,N,2022,O,098-KY-1426  -000,098-KY-1426  -000,5.389,0,0,0,0,0,0,1,0,0,0,0,0,0,1,DAC,1,0,195-1174,1
72508664,20200601,2111,CASSIDY,N,0.318,0,0,2,2,N,N,25,98,9801,Y,37.50521,-82.5372,1,3,3,1,1,2,5,7,3,N,N,2020,O,098-CS-1191  -000,098-CS-1191  -000,0.318,0,0,0,1,0,0,1,0,0,0,0,0,0,1,Non-DAC,0,1,,
72469526,20200115,1907,WALNUT,N,0.131,0,0,2,2,N,N,15,98,9801,Y,37.48226,-82.54078,2,97,6,1,1,2,4,1,3,N,N,2020,O,098-CS-1095  -000,098-CS-1095  -000,0.131,0,0,0,1,0,0,1,0,0,0,0,0,0,1,Non-DAC,1,0,195-1061,1
72777952,20220625,1506,US23,N,17.575,0,0,1,1,N,N,55,98,9801,Y,37.42313,-82.51685,9,3,1,1,5,6,2,7,3,N,N,2022,O,098-US-0023  -000,098-US-0023  -000,17.575,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Non-DAC,0,1,,
72555403,20201021,1523,KY3496,N,0.103,0,0,2,2,N,N,35,98,9801,Y,37.466,-82.52957,1,3,6,1,1,2,2,1,3,N,N,2020,O,098-KY-3496  -000,098-KY-3496  -000,0.103,0,0,0,1,0,0,1,0,0,0,0,0,0,1,DAC,0,1,,
72598488,20210221,1744,SAAD,N,0.028,0,0,2,2,Y,N,15,98,9801,Y,37.48267,-82.52058,8,3,1,1,1,2,2,6,3,N,N,2021,O,098-CS-1165  -000,098-CS-1165  -000,0.028,0,0,1,0,0,0,1,0,0,0,0,0,0,1,DAC,0,1,,
72543688,20200917,2042,MAYO,N,20.975,1,0,1,1,N,N,55,98,9801,Y,37.44464,-82.52542,9,97,3,1,5,5,5,1,3,Y,Y,2020,C,098-US-0023  -000,098-US-0023  -000,20.975,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Non-DAC,0,1,,
72527938,20200804,837,US23,N,31.591,0,0,2,2,N,N,55,98,9801,Y,37.53688,-82.60184,5,3,6,1,1,2,2,7,3,N,N,2020,O,098-US-0023  -000,098-US-0023  -000,31.591,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Non-DAC,1,0,195-0620,1
72689442,20211028,1342,BYPASS,N,6.255,0,0,2,2,N,N,55,98,9801,Y,37.47842,-82.51559,1,3,6,1,5,6,2,1,3,N,N,2021,O,098-KY-1426  -000,098-KY-1426  -000,6.255,0,0,0,1,0,0,0,0,0,0,0,0,0,1,DAC,0,1,,
72830639,20221116,400,KY1426,N,8.027,0,0,1,1,N,N,40,98,9801,Y,37.49157,-82.49162,9,3,1,1,5,6,6,1,3,N,N,2022,O,098-KY-1426  -000,098-KY-1426  -000,8.027,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Non-DAC,0,1,,
72766145,20220519,1854,US119,N,2.697,0,0,2,2,N,N,55,98,9801,Y,37.51401,-82.48712,5,3,6,1,1,3,2,7,3,N,N,2022,O,098-US-0119  -010,098-US-0119  -000,2.697,0,0,0,0,0,0,1,0,0,0,0,0,0,1,DAC,1,0,195-0777,1
72542544,20200902,1716,US23,N,26.217,0,0,3,3,N,N,55,98,9801,Y,37.50272,-82.53202,1,3,6,1,5,6,2,7,3,N,N,2020,O,098-US-0023  -000,098-US-0023  -000,26.217,0,0,1,0,0,0,0,1,0,0,0,0,1,1,Non-DAC,1,0,195-0861,1
72515043,20200617,1400,US23,N,20.596,0,0,2,2,N,N,55,98,9801,Y,37.4433,-82.51921,8,3,3,1,1,2,2,7,3,N,N,2020,O,098-US-0023  -010,098-US-0023  -000,20.596,0,0,0,0,0,0,1,0,0,0,0,1,0,1,Non-DAC,0,1,,
72501905,20200515,1810,MAYO,N,26.297,2,0,2,2,N,N,55,98,9801,Y,37.50385,-82.53238,4,3,6,1,1,2,2,1,3,Y,N,2020,B,098-US-0023  -010,098-US-0023  -000,26.297,0,0,0,0,0,0,0,1,0,1,0,0,0,1,Non-DAC,0,1,,
72619353,20210430,927,HAMBLEY,N,0.448,0,0,2,2,Y,N,25,98,9801,Y,37.47779,-82.52089,8,3,6,1,1,2,2,1,3,N,N,2021,O,098-CS-1222  -000,098-CS-1222  -000,0.448,0,0,0,0,0,0,0,0,0,0,0,0,0,1,DAC,0,1,,
72767280,20220530,1540,KY3218,N,0.008,0,0,2,2,N,N,45,98,9801,Y,37.53709,-82.60155,5,3,4,1,1,2,2,7,3,N,N,2022,O,098-KY-3218  -000,098-KY-3218  -000,0.008,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Non-DAC,1,0,195-0620,1
72535496,20200824,614,SCOTT,N,0.13,0,0,2,1,N,Y,15,98,9801,Y,37.48316,-82.51734,9,97,6,2,1,2,2,6,3,N,N,2020,O,098-CS-1116  -000,098-CS-1116  -000,0.13,0,0,0,0,0,1,0,0,0,0,0,0,0,1,DAC,1,0,195-1017,1
72754250,20220415,953,US23,N,29.603,0,0,2,2,N,N,55,98,9801,N,37.53159,-82.57696,8,3,6,1,1,2,2,1,3,N,N,2022,O,098-US-0023  -000,098-US-0023  -000,29.603,0,0,0,1,0,0,1,0,0,0,0,1,0,1,Non-DAC,0,1,,
72478360,20200217,1716,MAYO,N,26.175,0,0,2,2,N,N,55,98,9801,Y,37.50212,-82.53194,5,3,6,1,1,3,2,1,3,N,N,2020,O,098-US-0023  -000,098-US-0023  -000,26.175,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Non-DAC,1,0,195-0861,1
72552990,20201014,1548,BYPASS,N,5.848,0,0,2,2,N,N,55,98,9801,Y,37.47385,-82.52029,8,7,4,1,1,2,8,1,3,N,N,2020,O,098-KY-1426  -000,098-KY-1426  -000,5.848,0,0,1,0,0,0,0,0,0,0,0,0,0,1,DAC,0,1,,
72630489,20210524,2308,KY3218,N,3.236,2,0,1,1,N,N,55,98,9801,Y,37.56206,-82.55688,9,3,1,1,1,2,6,7,3,Y,N,2021,A,098-KY-3218  -000,098-KY-3218  -000,3.236,0,0,1,0,0,0,1,0,0,1,0,1,0,1,Non-DAC,0,1,,
72466488,20200122,721,BAIRD,N,5.393,0,0,2,2,N,N,25,98,9801,Y,37.47329,-82.52715,8,97,6,1,1,2,2,7,3,N,N,2020,O,098-KY-1426  -000,098-KY-1426  -000,5.393,0,0,0,1,0,0,1,0,0,0,0,1,0,1,DAC,1,0,195-1174,1
72724092,20220123,1858,CHLOE,N,,0,0,1,1,Y,N,35,98,9801,Y,37.47744,-82.5051,9,5,6,1,5,3,5,5,3,N,N,2022,O,098-KY-1460  -000,098-KY-1460  -000,4.443,0,0,0,0,0,0,0,1,0,0,0,1,0,1,Non-DAC,0,1,,
72657996,20210811,1133,KY1426,N,6.894,0,0,2,2,N,N,35,98,9801,Y,37.48658,-82.50854,5,3,6,1,1,2,2,7,3,N,N,2021,O,098-KY-1426  -000,098-KY-1426  -000,6.894,0,0,1,0,0,0,1,0,0,0,0,0,0,1,Non-DAC,0,1,,
72505044,20200521,916,BYPASS,N,6.594,0,0,3,3,N,N,55,98,9801,Y,37.48291,-82.51339,5,3,6,1,1,2,2,1,3,N,Y,2020,O,098-KY-1426  -000,098-KY-1426  -000,6.594,0,0,0,1,0,0,0,0,1,0,0,0,0,1,DAC,1,0,195-1019,1
72743010,20220318,1528,MAIN,N,0.079,0,0,1,1,N,N,15,98,9801,Y,37.47877,-82.51796,9,4,6,1,1,2,2,1,3,N,Y,2022,O,098-CS-1112  -000,098-CS-1112  -000,0.079,0,0,0,0,0,0,0,0,0,0,0,1,0,1,DAC,1,0,195-1102,1
72457795,20191231,726,US23,N,25.747,0,0,2,2,N,N,55,98,9801,Y,37.49603,-82.53111,8,3,3,1,1,2,5,7,3,N,N,2019,O,098-US-0023  -000,098-US-0023  -000,25.747,0,0,0,0,0,0,1,0,0,0,0,1,0,1,Non-DAC,0,1,,
72538433,20200902,1535,US23,N,23.057,2,0,2,2,N,N,55,98,9801,Y,37.46585,-82.52813,1,3,6,1,1,3,2,1,3,Y,N,2020,C,098-US-0023  -000,098-US-0023  -000,23.057,0,0,0,0,0,0,1,1,0,0,0,0,0,1,DAC,0,1,,
72612742,20210407,532,US23,N,31.18,0,0,1,1,N,N,55,98,9801,Y,37.53755,-82.59462,9,3,3,1,1,2,6,1,3,N,Y,2021,O,098-US-0023  -010,098-US-0023  -000,31.18,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Non-DAC,0,1,,
72658667,20210810,1534,US23,N,27.366,0,0,2,2,N,N,55,98,9801,Y,37.51106,-82.54951,8,3,6,1,1,2,2,1,3,N,N,2021,O,098-US-0023  -000,098-US-0023  -000,27.366,0,0,0,1,0,0,1,0,0,0,0,1,0,1,Non-DAC,1,0,195-0811,1
72794104,20220814,1401,US23,N,25.379,0,0,2,2,N,N,55,98,9801,Y,37.49183,-82.53511,5,3,6,1,1,2,2,7,3,N,N,2022,O,098-US-0023  -000,098-US-0023  -000,25.379,0,0,0,1,0,0,1,0,0,0,0,0,0,1,Non-DAC,0,1,,
72632907,20210605,1009,US23,N,26.363,0,0,2,2,N,N,55,98,9801,Y,37.50476,-82.53254,5,3,6,1,1,2,2,7,3,N,N,2021,O,098-US-0023  -010,098-US-0023  -000,26.363,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Non-DAC,0,1,,
72635275,20210610,1651,JULIUS,N,0.032,0,0,2,2,N,N,15,98,9801,Y,37.47664,-82.52287,7,3,6,1,5,3,2,1,3,N,N,2021,O,098-CS-1156  -000,098-CS-1156  -000,0.032,0,0,1,0,0,0,1,0,0,0,0,0,0,1,DAC,0,1,,
72528083,20200724,1657,OWSLEY,N,6.858,2,0,2,2,N,N,45,98,9801,Y,37.47984,-82.54191,1,3,6,1,1,2,2,1,3,N,N,2020,C,098-KY-1384  -000,098-KY-1384  -000,6.858,0,0,0,0,0,0,1,0,0,0,0,0,0,1,DAC,1,0,195-1095,1
72554252,20201018,1455,US23,N,26.278,0,0,2,2,N,N,55,98,9801,Y,37.50357,-82.53214,5,3,6,1,1,2,2,1,3,N,N,2020,O,098-US-0023  -000,098-US-0023  -000,26.278,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Non-DAC,0,1,,
72794716,20220810,1655,US23,N,21.321,0,0,4,4,N,N,55,98,9801,Y,37.44946,-82.52471,3,3,6,1,1,3,2,1,3,Y,Y,2022,O,098-US-0023  -010,098-US-0023  -000,21.321,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Non-DAC,1,0,195-1278,1
72456991,20191228,2323,MAIN,N,0.13,0,0,2,2,N,N,25,98,9801,Y,37.47958,-82.51748,5,7,6,1,1,3,5,1,3,N,N,2019,O,098-CS-1112  -000,098-CS-1112  -000,0.13,0,0,0,0,0,0,0,0,1,0,0,0,0,1,DAC,1,0,195-1087,1
72503359,20200520,1140,THOMPSON,N,0.673,0,0,2,2,N,N,35,98,9801,Y,37.50518,-82.54089,8,3,6,1,1,3,2,7,3,N,N,2020,O,098-CS-1215  -000,098-CS-1215  -000,0.673,0,0,1,1,0,0,1,0,0,0,0,1,0,1,Non-DAC,0,1,,
72789018,20220801,951,US23,N,23.067,0,0,1,1,N,N,55,98,9801,Y,37.46595,-82.52814,9,2,6,1,5,3,2,7,3,N,Y,2022,O,098-US-0023  -000,098-US-0023  -000,23.067,0,0,0,0,0,0,0,0,0,0,0,1,0,1,DAC,0,1,,
72621826,20210506,1718,US23,N,26.364,0,0,3,3,N,N,55,98,9801,Y,37.50482,-82.53238,6,3,6,1,1,2,2,1,3,N,N,2021,O,098-US-0023  -010,098-US-0023  -000,26.364,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Non-DAC,0,1,,
72685970,20211021,1530,BYPASS,N,6.111,0,0,2,2,N,N,35,98,9801,Y,37.47684,-82.51714,5,3,6,1,1,3,2,7,3,N,N,2021,O,098-KY-1426  -000,098-KY-1426  -000,6.111,0,0,1,0,0,0,0,0,0,0,0,0,0,1,DAC,1,0,195-1125,1
72499980,20200508,2137,US23,N,25.563,0,0,1,1,N,N,55,98,9801,Y,37.49382,-82.53286,9,97,6,1,5,10,6,7,3,N,N,2020,O,098-US-0023  -000,098-US-0023  -000,25.563,0,0,1,0,0,0,0,0,0,0,0,1,0,1,Non-DAC,1,0,195-0912,1
72550686,20201005,1752,BYPASS,N,5.705,0,0,2,2,N,N,35,98,9801,Y,37.47286,-82.5226,5,3,6,1,1,2,2,1,3,N,N,2020,O,098-KY-1426  -000,098-KY-1426  -000,5.705,0,0,0,0,0,0,1,1,0,0,0,0,0,1,DAC,1,0,195-1178,1
72642305,20210629,1620,HUFFMAN,N,0.019,0,0,2,2,N,N,25,98,9801,Y,37.47704,-82.51736,5,3,6,1,1,2,2,1,3,N,N,2021,O,098-CS-1123  -000,098-CS-1123  -000,0.019,0,0,0,0,0,0,1,0,0,0,0,0,0,1,DAC,1,0,195-1123,1
72499053,20200505,1033,US23,N,23.061,0,0,2,2,N,N,55,98,9801,Y,37.46593,-82.52804,5,3,6,1,5,6,2,7,3,N,N,2020,O,098-US-0023  -000,098-US-0023  -000,23.061,0,0,0,1,0,0,0,0,0,0,0,0,0,1,DAC,0,1,,
72632174,20210521,1257,CHLOE,N,3.819,1,0,1,1,N,N,45,98,9801,Y,37.47723,-82.49359,9,4,2,1,1,2,2,6,3,Y,N,2021,C,098-KY-1460  -000,098-KY-1460  -000,3.819,0,0,0,0,0,0,1,0,0,0,0,1,0,1,Non-DAC,0,1,,
72560284,20201103,940,BYPASS,N,5.83,0,0,2,2,N,N,55,98,9801,Y,37.47373,-82.52059,5,3,6,1,1,2,2,1,3,N,N,2020,O,098-KY-1426  -000,098-KY-1426  -000,5.83,0,0,1,0,0,0,1,0,0,0,0,0,0,1,DAC,0,1,,
72612184,20210331,724,US23,N,20.742,2,0,2,2,N,N,55,98,9801,Y,37.44296,-82.52277,1,3,3,1,5,3,3,1,3,Y,N,2021,A,098-US-0023  -000,098-US-0023  -000,20.742,0,0,0,1,0,0,1,0,0,0,0,0,1,1,Non-DAC,0,1,,
72676308,20210817,2051,US23,N,31.08,0,0,1,1,N,N,55,98,9801,Y,37.53875,-82.59377,9,3,6,1,5,6,6,7,3,N,N,2021,O,098-US-0023  -000,098-US-0023  -000,31.08,0,0,0,0,0,0,1,1,0,0,0,1,0,1,Non-DAC,0,1,,
72583232,20201230,1857,US23,N,29.524,0,0,2,2,N,N,45,98,9807,Y,37.53057,-82.57635,8,6,6,1,1,2,6,1,3,N,N,2020,O,098-US-0023  -000,098-US-0023  -000,29.524,0,1,0,1,0,0,0,0,0,1,0,1,0,1,Non-DAC,0,1,,
72781929,20220711,1608,US119,N,0.485,1,0,2,2,N,N,55,98,9801,Y,37.50631,-82.52394,5,3,4,1,1,2,2,7,3,Y,N,2022,B,098-US-0119  -000,098-US-0119  -000,0.485,0,1,0,0,0,0,1,0,0,0,0,0,0,1,Non-DAC,0,1,,
72568509,20201124,1810,US23,N,27.369,0,0,3,3,N,N,55,98,9801,Y,37.51078,-82.54873,5,3,6,1,1,2,5,7,3,N,N,2020,O,098-US-0023  -000,098-US-0023  -000,27.369,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Non-DAC,1,0,195-0811,1
72958466,20231012,1750,US23,N,23.979,0,0,2,2,N,N,45,98,9801,Y,37.47546,-82.53823,5,3,6,1,1,2,2,2,3,N,N,2023,O,098-US-0023  -000,098-US-0023  -000,23.912,0,0,0,0,0,0,1,1,0,0,0,0,0,1,DAC,0,1,,
72986031,20231129,640,US23,N,22.28,0,0,1,1,N,N,55,98,9801,Y,37.46157,-82.51691,9,3,3,1,1,2,6,7,3,N,N,2023,O,098-US-0023  -000,098-US-0023  -000,22.239,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Non-DAC,1,0,195-1243,1
72901692,20230517,1418,KY1426,N,6.921,2,0,2,2,N,N,45,98,9801,Y,37.48627,-82.50911,5,3,6,1,1,2,2,7,3,Y,N,2023,C,098-KY-1426  -000,098-KY-1426  -000,6.926,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Non-DAC,1,0,195-0950,1
72947656,20230911,1233,KY3227 CROSSOVER,N,0.005,1,0,2,1,N,N,55,98,9801,Y,37.51044,-82.54823,9,3,6,1,1,3,2,1,3,Y,N,2023,A,098-KY-3227  -030,098-KY-3227  -030,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Non-DAC,1,0,195-0811,1
72927253,20230721,1224,JULIUS,N,0.005,0,0,1,1,N,N,15,98,9801,Y,37.47629,-82.52264,9,4,4,1,1,2,2,6,3,N,N,2023,O,098-CS-1156  -000,098-CS-1156  -000,0.004,0,0,0,0,0,0,0,0,0,1,0,1,0,1,DAC,1,0,195-1141,1
72848427,20221218,2102,CEDAR HILLS,N,4.531,0,0,2,2,N,N,35,98,9801,Y,37.46196,-82.52892,1,3,3,1,97,2,6,6,3,N,N,2022,O,098-KY-1426  -000,098-KY-1426  -000,4.531,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Non-DAC,0,1,,
72880036,20230323,837,KY1460,N,6.679,0,0,1,1,N,N,45,98,9801,Y,37.48358,-82.53888,9,3,6,1,1,2,2,7,3,N,N,2023,O,098-KY-1460  -000,098-KY-1460  -000,6.633,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Non-DAC,1,0,195-1026,1
72894031,20230413,1054,KY3496,N,0.131,0,0,2,2,N,N,35,98,9801,Y,37.46613,-82.53004,4,3,6,1,1,2,2,7,3,N,N,2023,O,098-KY-3496  -000,098-KY-3496  -000,0.137,0,0,0,0,0,0,1,0,0,0,0,0,0,1,DAC,0,1,,
72901691,20230517,1218,US23,N,21.658,0,0,2,2,N,N,55,98,9801,Y,37.45374,-82.52194,8,3,6,1,1,2,2,7,3,N,N,2023,O,098-US-0023  -000,098-US-0023  -000,21.59,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Non-DAC,0,1,,
72981128,20231201,1433,KY1426,N,9.148,2,0,2,2,N,N,55,98,9801,Y,37.50727,-82.48913,1,3,1,1,5,6,2,1,3,N,N,2023,C,098-KY-1426  -000,098-KY-1426  -000,9.137,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Non-DAC,0,1,,
72870149,20230228,1123,KY1426,N,8.28,0,0,2,2,N,N,45,98,9801,Y,37.49535,-82.49103,1,3,4,1,1,2,2,7,3,N,N,2023,O,098-KY-1426  -000,098-KY-1426  -000,8.3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,Non-DAC,0,1,,
72877545,20230315,1714,KY1426,N,7.151,1,0,2,2,N,N,55,98,9801,Y,37.48854,-82.50616,5,3,6,1,1,3,2,7,3,Y,N,2023,B,098-KY-1426  -000,098-KY-1426  -000,7.151,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Non-DAC,0,1,,
72949266,20230921,1737,CHLOE,N,2.585,0,0,2,2,N,N,45,98,9801,Y,37.46678,-82.47887,7,3,4,1,1,2,2,7,3,N,N,2023,O,098-KY-1460  -000,098-KY-1460  -000,2.56,0,0,1,0,0,0,0,0,0,0,0,1,0,1,Non-DAC,0,1,,
72837197,20221203,1318,BROAD BOTTOM,N,0.104,0,0,2,2,N,N,35,98,9801,Y,37.53094,-82.57867,1,3,6,3,5,3,2,7,3,Y,N,2022,O,098-CR-1419  -000,098-CR-1419  -000,0.104,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Non-DAC,0,1,,
72818564,20221019,1546,MAYO,N,0.016,0,0,2,2,N,N,35,98,9801,Y,37.49473,-82.53253,5,3,6,1,1,2,2,6,3,N,N,2022,O,098-PR-1326  -000,098-PR-1326  -000,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Non-DAC,1,0,195-0912,1
72965176,20231027,1534,US119,N,0.236,1,0,2,2,N,N,55,98,9801,Y,37.50487,-82.52805,5,3,6,1,1,2,2,1,3,Y,N,2023,C,098-US-0119  -010,098-US-0119  -000,0.236,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Non-DAC,0,1,,
